"Time of Day","Process Name","PID","Operation","Path","Result","Detail","TID","Date & Time","Duration","Sequence","Image Path","Command Line","Parent PID","Relative Time","Completion Time","Event Class","Company","Description","Version","User","Authentication ID","Session","Virtualized","Integrity","Category","Architecture"
"1:22:20.2527095 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegCloseKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}\InProcServer32","SUCCESS","","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399393","1:22:20.2527101 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","","32-bit"
"1:22:20.2527145 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: Name","2604","10/23/2016 1:22:20 PM","0.0000010","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399443","1:22:20.2527155 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527200 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x401","2604","10/23/2016 1:22:20 PM","0.0000005","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399498","1:22:20.2527205 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527287 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value","2604","10/23/2016 1:22:20 PM","0.0000029","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399585","1:22:20.2527316 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527368 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x401","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399666","1:22:20.2527374 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527423 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}\InprocHandler32","NAME NOT FOUND","Desired Access: Query Value","2604","10/23/2016 1:22:20 PM","0.0000010","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399721","1:22:20.2527433 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527478 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: Name","2604","10/23/2016 1:22:20 PM","0.0000008","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399776","1:22:20.2527486 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527530 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x401","2604","10/23/2016 1:22:20 PM","0.0000005","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399828","1:22:20.2527535 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527616 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value","2604","10/23/2016 1:22:20 PM","0.0000027","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399914","1:22:20.2527643 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527692 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x401","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7399990","1:22:20.2527698 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527747 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}\InprocHandler","NAME NOT FOUND","Desired Access: Query Value","2604","10/23/2016 1:22:20 PM","0.0000009","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400045","1:22:20.2527756 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2527813 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegCloseKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","","2604","10/23/2016 1:22:20 PM","0.0000005","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400111","1:22:20.2527818 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","","32-bit"
"1:22:20.2527984 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCU\Software\Classes","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","2604","10/23/2016 1:22:20 PM","0.0000020","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400282","1:22:20.2528004 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528055 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegSetInfoKey","HKCU\Software\Classes","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2604","10/23/2016 1:22:20 PM","0.0000005","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400353","1:22:20.2528060 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Write Metadata","32-bit"
"1:22:20.2528111 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name","2604","10/23/2016 1:22:20 PM","0.0000010","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400409","1:22:20.2528121 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528166 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400464","1:22:20.2528172 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528219 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400517","1:22:20.2528225 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528288 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","NAME NOT FOUND","Desired Access: Read","2604","10/23/2016 1:22:20 PM","0.0000028","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400586","1:22:20.2528316 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528380 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Desired Access: Read","2604","10/23/2016 1:22:20 PM","0.0000023","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400678","1:22:20.2528403 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528448 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegSetInfoKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400746","1:22:20.2528454 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Write Metadata","32-bit"
"1:22:20.2528509 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegCloseKey","HKCU\Software\Classes","SUCCESS","","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400807","1:22:20.2528515 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","","32-bit"
"1:22:20.2528558 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: Name","2604","10/23/2016 1:22:20 PM","0.0000010","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400856","1:22:20.2528568 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528612 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x401","2604","10/23/2016 1:22:20 PM","0.0000006","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7400910","1:22:20.2528618 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528703 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}\TreatAs","NAME NOT FOUND","Desired Access: Read","2604","10/23/2016 1:22:20 PM","0.0000028","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7401001","1:22:20.2528731 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528782 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegQueryKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","Query: HandleTags, HandleTags: 0x401","2604","10/23/2016 1:22:20 PM","0.0000005","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7401080","1:22:20.2528787 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528836 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegOpenKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}\TreatAs","NAME NOT FOUND","Desired Access: Read","2604","10/23/2016 1:22:20 PM","0.0000008","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7401134","1:22:20.2528844 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read","32-bit"
"1:22:20.2528898 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","RegCloseKey","HKCR\Wow6432Node\CLSID\{7C857801-7381-11CF-884D-00AA004B2E24}","SUCCESS","","2604","10/23/2016 1:22:20 PM","0.0000005","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7401196","1:22:20.2528903 PM","Registry","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","","32-bit"
"1:22:20.2530414 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","CreateFile","C:\Windows\SysWOW64\wbem\wbemsvc.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","2604","10/23/2016 1:22:20 PM","0.0000470","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7402712","1:22:20.2530884 PM","File System","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","","32-bit"
"1:22:20.2531335 PM","bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","2616","QueryBasicInformationFile","C:\Windows\SysWOW64\wbem\wbemsvc.dll","SUCCESS","CreationTime: 7/13/2009 7:30:07 PM, LastAccessTime: 7/13/2009 7:30:07 PM, LastWriteTime: 7/13/2009 9:16:17 PM, ChangeTime: 10/19/2016 10:08:58 PM, FileAttributes: A","2604","10/23/2016 1:22:20 PM","0.0000017","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\bffe7ccbcf69e7c787ff10d1dc7dbf6044bffcb13b95d851f4a735917b3a6fdf.exe"" ","2600","00:00:05.7403633","1:22:20.2531352 PM","File System","FLasH ","The name of Nolea creates an easy-going, good-natured personality, meeting and mixing easily. You appreciate","1.00.0074","PLAIN7-PC\PLAIN7","00000000:0001446b","1","False","High","Read Metadata","32-bit"
